COD,CATEGORIA,PRODUCTO,PRECIO_MILES
11111,REFRIGERACION,REFRIGERACION CORSAIR H150 RGB 360mm,525
11154,REFRIGERACION,REFRIGERACION CORSAIR ICUE LINK H100i 240 LCD IPS 2.1",659
11129,REFRIGERACION,REFRIGERACION COUGAR POSEIDON ELITE ARGB 240 NEGRA,345
11130,REFRIGERACION,REFRIGERACION COUGAR POSEIDON ELITE ARGB 240 BLANCA,345
11132,REFRIGERACION,REFRIGERACION COUGAR POSEIDON ELITE ARGB 360 NEGRA,405
11131,REFRIGERACION,REFRIGERACION COUGAR POSEIDON ELITE ARGB 360 BLANCA,415
11165,REFRIGERACION,REFRIGERACION COUGAR POSEIDON ULTRA ARGB 240 BLANCA,459
11148,REFRIGERACION,REFRIGERACION GIGABYTE AORUS WATERFORCE II 240 ARGB,499
11151,REFRIGERACION,REFRIGERACION MSI MAG CORELIQUID E360 ARGB NEGRA,645
11128,REFRIGERACION,REFRIGERACION XPG LEVANTE X 240 ARGB BLANCO,409
11122,REFRIGERACION,REFRIGERACION XPG LEVANTE X 240 ARGB NEGRA,409
47003,REFRIGERACION,PASTA REFRIGERANTE ARCTIC MX4 4gm + ESPATULA,36
47012,REFRIGERACION,PASTA REFRIGERANTE ARCTIC MX4 8gm + ESPATULA,46
47008,REFRIGERACION,PASTA REFRIGERANTE ARCTIC MX4 20gm,76
47035,REFRIGERACION,PASTA REFRIGERANTE ARCTIC MX4 45gm,116
47031,REFRIGERACION,PASTA REFRIGERANTE ARCTIC MX6 2GR,37
47036,REFRIGERACION,PASTA REFRIGERANTE ARCTIC MX6 4GR CON 6 TOALLAS,49
47033,REFRIGERACION,PASTA REFRIGERANTE ARCTIC MX6 8GR,64
47016,REFRIGERACION,PASTA REFRIGERANTE CORSAIR TM30 3GR,37
15370,MONITORES,PORTABLE ACER 15.6″ PM161Q FHD IPS USB-C HDMI,469
15348,MONITORES,LED AOC 22" VA FULL HD (100HZ) 22B2HM2,315
15381,MONITORES,LED AOC 24" IPS FULL HD (120HZ) 24B30H2,409
15373,MONITORES,LED AOC 24" Fast IPS FULL HD (0.5ms-180Hz-Gsync) 24G4E PIXEL,535
15347,MONITORES,LED AOC 27″ IPS FULL HD (120HZ) 27B30H,499
15357,MONITORES,LED AOC 27" IPS FHD (0.5ms-180Hz-G-Sync) 27G4E PIXEL,735
15353,MONITORES,LED ASUS 24" TUF IPS FHD (1ms-180Hz) VG249QL3A PIVOT,699
15374,MONITORES,LED ASUS 24" ROG Fast IPS FHD (1ms-310Hz-Gync) XG259CMS PIVO,1339
15383,MONITORES,LED ASUS 25" IPS FHD (1ms-120Hz) VA259HGA,449
15384,MONITORES,LED ASUS 27" IPS FHD (1ms-120Hz) VA279HG,545
15386,MONITORES,LED ASUS 27" TUF Fast IPS FHD (1ms-180Hz) VG279Q3R,809
15354,MONITORES,LED ASUS 27" TUF IPS FHD (1ms-180Hz-G-s) VG279QL3A PIVOT,909
15334,MONITORES,LED ASUS 27″ TUF IPS 2K WQHD (1ms-170Hz) VG27AQZ1A,999
15350,MONITORES,LED ASUS 27" TUF IPS 2K QHD (1ms-180Hz-G-sync) VG27AQ3A,1079
15375,MONITORES,LED ASUS 27" TUF Fast IPS 2K QHD (1ms-180Hz) PIVOT VG27AQL3A,1209
15365,MONITORES,LED ASUS 27" ROG VA 2K WQHD CURVO (1ms-180Hz) AJUS XG27WCS,1259
15376,MONITORES,LED ASUS 27" TUF Fast IPS 4K (1ms-160Hz-Gsync) VG27UQ1A,1849
15351,MONITORES,LED ASUS 34" TUF VA 2K WQHD CVO (1ms-180Hz) AJUS VG34VQL3A,1909
15290,MONITORES,OLED CORSAIR 45" 2K XENEON FLEX (0.03ms-240Hz) 45WQHD,6549
15335,MONITORES,LED GIGABYTE 27" SSIPS 2K QHD (1ms-240Hz) M27QX-SA AJUST,1889
15367,MONITORES,OLED GIGABYTE 27" 2K QHD (0.03ms-240Hz) PIVOT SPEAKER FO27Q,3675
15320,MONITORES,LED LG 24" 24″ IPS FULL HD 100HZ 24MR400-B,439
15341,MONITORES,LED LG 24" IPS FULL HD 100Hz AJUSTABLE 24MS550-B PIXEL,499
15364,MONITORES,LED LG 24" VA FULL HD (1ms-180Hz) 24GS50F-B ULTRAGEAR PIXEL,599
15317,MONITORES,LED LG 27" FULL HD IPS (100Hz) 27MR400-B,549
15358,MONITORES,LED LG 27" VA 2K QHD CURVO (1ms-180Hz) 27GS60QC-B,985
15352,MONITORES,LED LG 27" IPS UHD 4K HDR10 27US500-W ULTRAFINE,1185
15343,MONITORES,LED LG 27" IPS QHD 2K (1ms-200Hz-G-sync) 27GS75Q-B PIVOT,1239
15379,MONITORES,OLED LG 27" QHD 2K (0.03ms-240Hz Gsync) 27GS95QE-B AJUS,3779
15359,MONITORES,LED LG 29" IPS FULL HD 100HZ 29WQ500-B ULTRAWIDE,889
15345,MONITORES,LED LG 32" VA FULL HD CURVO 100HZ 32MR50C-B,830
15294,MONITORES,LED LG 32" GAMING (1m-165Hz-Gsync) 32GN55R-B PIVOT,1059
15382,MONITORES,OLED LG 32" UHD (4K 240Hz/FHD 480Hz-O.3ms Gsync) 32GS95UE-B,5669
15349,MONITORES,LED LG 34" IPS FULL HD (100HZ) 34WQ500-B ULTRAWIDE,1279
15371,MONITORES,LED LG 34" VA 2K WQHD CURVO 100HZ ULTRAWIDE 34WR55QK-B,1859
15295,MONITORES,LED LG 34" VA 2K CURVO WQHD 160Hz PIVOT 34GP63A-B PIXEL,1859
15356,MONITORES,OLED LG 34" 2K WQHD CURVO (0.03MS-240HZ) 34GS95QE-B,4765
15387,MONITORES,OLED SAMSUNG 49" QHD CURVO (0.03mz-240Hz) S49CG9930SN,6825
15385,MONITORES,LED XIAOMI 24" IPS FHD (100Hz) A24i,399
15362,MONITORES,LED XIAOMI 27″ SSIPS FULL HD (1ms-165Hz) ULTRASLIM G27I,639
45529,SOPORTES_MONITORES,SOPORTE MONITOR NB-F80 (17″-30) CM MESA NEGRO MATE,115
45554,SOPORTES_MONITORES,SOPORTE MONITOR NB-F80-XV (17"- 30") LAKE BLUE,115
45555,SOPORTES_MONITORES,SOPORTE MONITOR NB-F80-XE (17"- 30") BLANCA,115
45492,SOPORTES_MONITORES,SOPORTE MONITOR NB-F150 (17"- 35") MATE,139
45556,SOPORTES_MONITORES,SOPORTE MONITOR NB-F160 (17"-27) DUAL BLANCA,189
45553,SOPORTES_MONITORES,SOPORTE MONITOR NB-F160 (17"-27) DUAL NEGRO MATE,189
45558,SOPORTES_MONITORES,SOPORTE BASE PARA TV PEDESTAL 32-70",399
30034,PARLANTES,LOGITECH Z207 2.0 BLUETOOTH 3.5mm RMS 5W,179
30027,PARLANTES,LOGITECH Z407 3.5 USB BLUETOOTH SBWFR 40W RMS,399
30013,PARLANTES,LOGITECH Z625 (2.1) 200W OPTICO,669
30012,PARLANTES,LOGITECH G560 120W BLUETOOTH RGB GAMING,945
30005,PARLANTES,LOGITECH Z906 5.1 500W ÓPTICO SURROUND THX,1290
30041,PARLANTES,RAZER NOMMO v2 X FULL - RANGER 2.0 PC,419
30020,PARLANTES,TRUST REMO USB (2.1) 16W,57
30022,PARLANTES,TRUST GEMI 12W RGB LED 12W,72
30039,PARLANTES,ULTIMATE EARS WONDERBOOM 4 NEGRO/RESISTENTE AGUA POLVO,285
30040,PARLANTES,ULTIMATE EARS WONDERBOOM 4 AZUL/RESISTENTE AGUA POLVO,285
21006,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK120 USB,68
21082,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK200 MEDIA SP,78
21007,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK220 INALAMBRICO,89
21008,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK235 INALAMBRICO,94
21009,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK270 INALAMBRICO,109
21059,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK295 INALAMBRICO,119
21038,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK345 INALAMBRICO,135
21087,PERIFERICOS_HOGAR,COMBO LOGITECH TECLADO + MOUSE MK370 INALAMBRICO,189
31016,PERIFERICOS_HOGAR,DIADEMA LOGITECH H111,54
31105,PERIFERICOS_HOGAR,DIADEMA LOGITECH H151,84
31008,PERIFERICOS_HOGAR,DIADEMA LOGITECH H390,110
31260,PERIFERICOS_HOGAR,DIADEMA LOGITECH ZONE VIBE 100 BLUETHOOTH,389
19246,PERIFERICOS_HOGAR,MOUSE LOGITECH M110 SILENT USB NEGRO,37
19194,PERIFERICOS_HOGAR,MOUSE LOGITECH M170 INALAMBRICO NEGRO,51
19213,PERIFERICOS_HOGAR,MOUSE LOGITECH M185 INALAMBRICO,53
19270,PERIFERICOS_HOGAR,MOUSE LOGITECH M196 BLUETOOTH,55
19167,PERIFERICOS_HOGAR,MOUSE LOGITECH POP ROSADO+FUCSIA INALAMBRICO,125
19211,PERIFERICOS_HOGAR,MOUSE STARTEC INALAMABRICO ST-MO-91,34
19258,PERIFERICOS_HOGAR,MOUSE TRUST BAYO II VERTICAL ERGONOMICO USB BLANCO,78
19257,PERIFERICOS_HOGAR,MOUSE TRUST BAYO II VERTICAL ERGONOMICO USB NEGRO,78
19164,PERIFERICOS_HOGAR,MOUSE TRUST VERTO VERTICAL ERGONOMIC USB NEGRO,78
19244,PERIFERICOS_HOGAR,MOUSE TRUST BAYO II ERGONOMICO INALAMBRICO,102
20018,PERIFERICOS_HOGAR,TECLADO LOGITECH K120 USB,54
20046,PERIFERICOS_HOGAR,TECLADO LOGITECH K400 TOUCH INALAMBRICO SMART TV,155
20224,PERIFERICOS_HOGAR,TECLADO LOGITECH K480 MULTI-DEVICE NEGRO BLUETOOTH,175
20228,PERIFERICOS_HOGAR,TECLADO LOGITECH WAVE ERGO EMPRESA INALAMBRICO NEGRO,259
20221,PERIFERICOS_HOGAR,TECLADO LOGITECH WAVE KEYS ERGO INALAMBRICO (ESP) BLANCO,259
21091,PERIFERICOS_GAMER,COMBO LOGITECH TECLADO + MOUSE POP ICON GRAPHITE,299
58004,PERIFERICOS_GAMER,COMBO MOUSE REDRAGON + PAD MOUSE M601WL-BA,65
21069,PERIFERICOS_GAMER,COMBO TECLADO + MOUSE REDRAGON S101-3 SP K503 ARGB,115
21092,PERIFERICOS_GAMER,COMBO 4en1 REDRAGON S147 SP (TECL+MOUS+DIAD+PAD),219
21089,PERIFERICOS_GAMER,COMBO TECLADO + MOUSE REDRAGON S136 INALAMBRICO RGB SP-RED,285
45510,PERIFERICOS_GAMER,CONTROL GAME PAD ASUS ROG RAIKIRI NEGRO,469
45509,PERIFERICOS_GAMER,CONTROL GAME PAD ASUS ROG RAIKIRI PRO INALAMBRICO NEGRO,649
45085,PERIFERICOS_GAMER,CONTROL GAME PAD TRUST GXT545 YULA INALAMBRICO (OEM),120
45103,PERIFERICOS_GAMER,CONTROL GAME PAD REDRAGON PC PS3 G807 SATURN,75
45515,PERIFERICOS_GAMER,CONTROL GAME PAD REDRAGON G818 JUNO PC/PS3/PS4 INALAMBRICO,135
45273,PERIFERICOS_GAMER,CONTROL GAME PAD DUALSENSE SONY BLANCO PS5 INALAMBRICO,259
45525,PERIFERICOS_GAMER,CONTROL GAME PAD DUALSENSE SONY AZUL PS5 INALAMBRICO,259
45563,PERIFERICOS_GAMER,CONTROL GAME PAD DUALSENSE AZUL COBALTO PS5 INALAMBRICO,269
45266,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO BLANCO (GTIA 3 MESES),279
45270,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO AZUL (GTIA 3 MESES),279
45474,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO NEGRO (GTIA 3 MESES),279
45362,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO VERDE (GTIA 3 MESES),279
45341,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO VERDE VEL (GTIA 3 MESES),279
45420,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO PURPURA(GT 3 MESES),285
45269,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO ROJO (GTIA 3 MESES),285
45539,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX INALAMBRICO GHOST CIPHER (GT 3 MESES),329
45564,PERIFERICOS_GAMER,CONTROL GAME PAD XBOX ED ESPECIAL DOOM THE DARK AGES GT 3 MESES,355
45436,PERIFERICOS_GAMER,SOPORTE COOLER MASTER PARA GAME PAD O DIADEMA NEGRO,145
45437,PERIFERICOS_GAMER,SOPORTE COOLER MASTER PARA GAME PAD O DIADEMA BLANCO,145
31283,PERIFERICOS_GAMER,DIADEMA ASUS ROG DELTA S 7.1 CORE NEGRA ROJO,359
31294,PERIFERICOS_GAMER,DIADEMA CORSAIR HS35 V2 NEGRO,169
31295,PERIFERICOS_GAMER,DIADEMA CORSAIR HS55 STEREO NEGRA,269
31296,PERIFERICOS_GAMER,DIADEMA CORSAIR HS55 STEREO BLANCA,269
31292,PERIFERICOS_GAMER,DIADEMA CORSAIR HS65 SURROUND NEGRO,299
31212,PERIFERICOS_GAMER,DIADEMA CORSAIR HS65 SURROUND BLANCO,299
31293,PERIFERICOS_GAMER,DIADEMA CORSAIR HS55 INALAMBRICA NEGRO,409
31073,PERIFERICOS_GAMER,DIADEMA CORSAIR VOID RGB ELITE INALAMBRICA CARBON,409
31087,PERIFERICOS_GAMER,DIADEMA CORSAIR VOID RGB ELITE INALAMBRICA BLANCA,409
31290,PERIFERICOS_GAMER,DIADEMA CORSAIR VIRTUOSO PRO NEGRO,779
31291,PERIFERICOS_GAMER,DIADEMA CORSAIR VIRTUOSO PRO BLANCO,779
31090,PERIFERICOS_GAMER,DIADEMA CORSAIR VIRTUOSO RGB BLANCA INALAMBICA,799
31089,PERIFERICOS_GAMER,DIADEMA CORSAIR VIRTUOSO RGB NEGRO INALAMBICA,799
31149,PERIFERICOS_GAMER,DIADEMA LOGITECH G335 NEGRA,219
31145,PERIFERICOS_GAMER,DIADEMA LOGITECH G335 BLANCO AZUL,219
31152,PERIFERICOS_GAMER,DIADEMA LOGITECH G435 BLANCA/LILA INALAMBRICA,279
31151,PERIFERICOS_GAMER,DIADEMA LOGITECH G435 NEGRO/AMARILLO INALAMBRICA,289
31109,PERIFERICOS_GAMER,DIADEMA LOGITECH G733 RGB INALÁMBRICA LILA,619
31110,PERIFERICOS_GAMER,DIADEMA LOGITECH G733 RGB INALÁMBRICO AZUL,619
31104,PERIFERICOS_GAMER,DIADEMA LOGITECH G733 RGB INALÁMBRICO NEGRO,619
31103,PERIFERICOS_GAMER,DIADEMA LOGITECH G733 RGB INALÁMBRICO BLANCO,619
31252,PERIFERICOS_GAMER,DIADEMA LOGITECH G PRO X 2 LIGHTSPEED BLUETOOTH NEGRO,945
31253,PERIFERICOS_GAMER,DIADEMA LOGITECH G PRO X 2 LIGHTSPEED BLUETOOTH BLANCO,945
31285,PERIFERICOS_GAMER,DIAD.LOGITECH A50X LIGHTSPEED INALAMBRICA NEGRA+BASE,1499
31286,PERIFERICOS_GAMER,DIAD.LOGITECH A50X LIGHTSPEED INALAMBRICA BLANCA+BASE,1499
31233,PERIFERICOS_GAMER,DIADEMA PATRIOT VIPER V330 STEREO GAMING,115
31234,PERIFERICOS_GAMER,DIADEMA PATRIOT VIPER V360 LED ROJO SURROUND,135
31235,PERIFERICOS_GAMER,DIADEMA PATRIOT VIPER V380 7.1 VIRTUAL SURROUND,146
31184,PERIFERICOS_GAMER,DIADEMA RAZER BLACKSHARK V2 X VERDE,179
31232,PERIFERICOS_GAMER,DIADEMA RAZER BLACKSHARK V2 X NEGRA,179
31314,PERIFERICOS_GAMER,DIADEMA RAZER BLACKSHARKV2 WIRED SPORTS + USB SOUD CARD,250
31316,PERIFERICOS_GAMER,DIADEMA RAZER KRAKEN V3 WIRED USB,269
31317,PERIFERICOS_GAMER,DIADEMA RAZER KRAKEN KITTY V2 BT QUARTZ ED ROSA INALAMBRICA,315
31307,PERIFERICOS_GAMER,DIADEMA REDRAGON ARES H120 RGB,59
31305,PERIFERICOS_GAMER,DIADEMA REDRAGON H211 CRONUS RGB NEGRA,67
31159,PERIFERICOS_GAMER,DIADEMA REDRAGON H260 HYLAS NEGRO RGB,69
31289,PERIFERICOS_GAMER,DIADEMA REDRAGON LAMIA2 H320 RGB NEGRA (+BASE),132
31299,PERIFERICOS_GAMER,DIADEMA REDRAGON LAMIA2 H320W-RGB BLANCA (+BASE),132
31318,PERIFERICOS_GAMER,DIADEMA REDRAGON CYBILL H312 7.1 VIRTUAL,162
31281,PERIFERICOS_GAMER,DIADEMA REDRAGON IRE PRO H848 GRIS / BLANCA INALAMBRICA,185
31239,PERIFERICOS_GAMER,DIADEMA REDRAGON IRE PRO H848B BLANCA/AZUL INALAMBRICA,185
31205,PERIFERICOS_GAMER,DIADEMA REDRAGON H510W-RGB ZEUS X BLANCO,199
31161,PERIFERICOS_GAMER,DIADEMA REDRAGON H510 RGB ZEUS-X NEGRO,199
31206,PERIFERICOS_GAMER,DIADEMA REDRAGON H510P-RGB ZEUS-X ROSADA,199
31271,PERIFERICOS_GAMER,DIADEMA SKULLCANDY CRUSHER ANC 2 NEGRA INALAMBRICA,839
31241,PERIFERICOS_GAMER,AUDIFONOS HYPER-X CIRRO BUDS PRO INALAMBRICOS,219
31248,PERIFERICOS_GAMER,AUDIFONOS XIAOMI MI IN-EAR HEADPHONES BASIC GRIS,30
31280,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 PLAY BLANCO,54
31301,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 PLAY ROSA,54
31320,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 PLAY AZUL,54
31276,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 ACTIVE NEGRO,74
31275,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 ACTIVE BLANCO,74
31273,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 ACTIVE AZUL,74
31274,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 ACTIVE ROSA,74
31287,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 5 SKY AZUL,145
31245,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 5 BLANCOS,145
31303,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 CLOUD BLANCA,156
31311,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 PRO GLACIER BLANCA,299
31313,PERIFERICOS_GAMER,AUDIFONOS XIAOMI REDMI BUDS 6 PRO LAVENDER PURPURA,299
45030,PERIFERICOS_GAMER,SOPORTE DIADEMA CORSAIR ST100 RGB,319
19144,PERIFERICOS_GAMER,MOUSE CORSAIR KATAR PRO RGB NEGRO,129
19087,PERIFERICOS_GAMER,MOUSE CORSAIR HARPOON RGB PRO NEGRO,165
19143,PERIFERICOS_GAMER,MOUSE CORSAIR KATAR PRO INALAMBRICO NEGRO,215
19118,PERIFERICOS_GAMER,MOUSE CORSAIR HARPOON RGB INALAMBRICO NEGRO,255
19268,PERIFERICOS_GAMER,MOUSE CORSAIR M75 AIR INALAMBRICO NEGRO,349
19265,PERIFERICOS_GAMER,MOUSE HYPERX PULSEFIRE CORE NEGRO RGB,119
19133,PERIFERICOS_GAMER,MOUSE LOGITECH G203 LIGHTSYNC RGB NEGRO,95
19106,PERIFERICOS_GAMER,MOUSE LOGITECH G203 LIGHTSYNC RGB BLANCO,95
19121,PERIFERICOS_GAMER,MOUSE LOGITECH G203 LIGHTSYNC RGB LILA,95
19122,PERIFERICOS_GAMER,MOUSE LOGITECH G203 LIGTHSYNC RGB BLUE,95
19036,PERIFERICOS_GAMER,MOUSE LOGITECH G305 INALAMBRICO NEGRO,159
19159,PERIFERICOS_GAMER,MOUSE LOGITECH G305 INALAMBRICO BLANCO,159
19142,PERIFERICOS_GAMER,MOUSE LOGITECH G305 INALAMBRICO AZUL,159
19125,PERIFERICOS_GAMER,MOUSE LOGITECH G305 INALAMBRICO LILA,159
19168,PERIFERICOS_GAMER,MOUSE LOGITECH G305 INALAMBRICO MENTA,159
19066,PERIFERICOS_GAMER,MOUSE LOGITECH G502 HERO RGB,199
19255,PERIFERICOS_GAMER,MOUSE LOGITECH G309 LIGHTSPEED INALAMBRICO NEGRO,259
19256,PERIFERICOS_GAMER,MOUSE LOGITECH G309 LIGHTSPEED INALAMBRICO BLACO,259
19205,PERIFERICOS_GAMER,MOUSE LOGITECH G502 X HERO NEGRO,319
19253,PERIFERICOS_GAMER,MOUSE LOGITECH G502 X HERO BLANCO,319
19075,PERIFERICOS_GAMER,MOUSE LOGITECH G502 INALAMBRICO NEGRO,369
19266,PERIFERICOS_GAMER,MOUSE LOGITECH G PRO 2 LIGHTSPEED INALAMBRICO NEGRO,489
19267,PERIFERICOS_GAMER,MOUSE LOGITECH G PRO 2 LIGHTSPEED INALAMBRICO BLANCO,489
19221,PERIFERICOS_GAMER,MOUSE LOGITECH G PRO X SUPERLIGHT 2 NEGRO INALAMBRICO,555
19053,PERIFERICOS_GAMER,MOUSE RAZER DEATHADDER ESSENTIAL NEGRO,109
19271,PERIFERICOS_GAMER,MOUSE REDRAGON M656 GAINER INALAMBRICO NEGRO,75
19263,PERIFERICOS_GAMER,MOUSE REDRAGON M601-RGB CENTROPHORUS2,76
19083,PERIFERICOS_GAMER,MOUSE REDRAGON GRIFFIN M607 RGB,80
19272,PERIFERICOS_GAMER,MOUSE REDRAGON KING 1K M724 NEGRO,79
19273,PERIFERICOS_GAMER,MOUSE REDRAGON KING 1K M724W BLANCO,79
19275,PERIFERICOS_GAMER,MOUSE REDRAGON KING 1K M724W ROSA,79
19150,PERIFERICOS_GAMER,MOUSE REDRAGON GRIFFIN M607W BLANCO RGB,84
19204,PERIFERICOS_GAMER,MOUSE REDRAGON M808-KS STORM PRO RGB INALAMBRICO BLANCO,132
19250,PERIFERICOS_GAMER,MOUSE REDRAGON M916 KING PRO 1K BLANCO BLUETHOOT USB 2.4HZ,155
19249,PERIFERICOS_GAMER,MOUSE REDRAGON M916 KING PRO 1K NEGRO BLUETHOOT USB 2.4HZ,155
19274,PERIFERICOS_GAMER,MOUSE REDRAGON M916P KING PRO 1K ROSA BLUETHOOT USB 2.4HZ,155
19247,PERIFERICOS_GAMER,MOUSE REDRAGON M916 KING PRO 4K NEGRO BLUETHOOT USB 2.4HZ,205
46102,PERIFERICOS_GAMER,PAD MOUSE CORSAIR MM300 CLOTH,75
46100,PERIFERICOS_GAMER,PAD MOUSE CORSAIR MM300 ANTI-FRAY EXTENDED,109
46099,PERIFERICOS_GAMER,PAD MOUSE CORSAIR MM350 PRO XL,145
46101,PERIFERICOS_GAMER,PAD MOUSE CORSAIR MM700 3XL RGB,435
46096,PERIFERICOS_GAMER,PAD MOUSE LOGITECH G240,53
46104,PERIFERICOS_GAMER,PAD MOUSE RAZER GOLIATHUS STEALTH ED,52
46087,PERIFERICOS_GAMER,PAD MOUSE RAZER GIGANTUS V2 LARGE 450X400mm,62
46091,PERIFERICOS_GAMER,PAD MOUSE RAZER GIGANTUS V2 XXL 940 X 410mm,155
46049,PERIFERICOS_GAMER,PAD MOUSE REDRAGON P029 FLICK S,24
46057,PERIFERICOS_GAMER,PAD MOUSE REDRAGON P031 FLICK L,45
46088,PERIFERICOS_GAMER,PAD MOUSE XPG BATTLEGROUND L MERA ED NEGRO/NARANJA,37
20120,PERIFERICOS_GAMER,TECLADO ASUS XA05 ROG STRIX SCOPE RGB MECANICO,615
20239,PERIFERICOS_GAMER,TECLADO CORSAIR K55 CORE RGB NEGRO,195
20236,PERIFERICOS_GAMER,TECLADO CORSAIR K70 CORE MECANICO RGB SW- MLX RED,345
20114,PERIFERICOS_GAMER,TECLADO CORSAIR K100 RGB OPTICO NEGRO,999
20232,PERIFERICOS_GAMER,TECLADO CORSAIR K100 AIR RGB CHERRY INALAMBRICO,1099
20008,PERIFERICOS_GAMER,TECLADO LOGITECH G213 RGB,219
20160,PERIFERICOS_GAMER,TECLADO LOGITECH G413 TKL SE MECANICO LED,335
20152,PERIFERICOS_GAMER,TECLADO LOGITECH G413 SE MECANICO,355
20237,PERIFERICOS_GAMER,TECLADO LOGITECH G515 TKL LOW PROFILE RGB BLANCO,469
20238,PERIFERICOS_GAMER,TECLADO LOGITECH G515 TKL LOW PROFILE RGB NEGRO,469
20087,PERIFERICOS_GAMER,TECLADO LOGITECH G915 TKL RGB MECANICO INALAMBRICO,669
20212,PERIFERICOS_GAMER,TECLADO LOGITECH PRO X TKL LIGHTSPEED US S-BRW INALAMBRICO,779
20247,PERIFERICOS_GAMER,TECLADO LOGITECH PRO X TKL RAPID MAGNETICO,809
20226,PERIFERICOS_GAMER,TECLADO LOGITECH PRO X 60 BLANCO LIGHTSPEED SW BROWN,809
20227,PERIFERICOS_GAMER,TECLADO LOGITECH PRO X 60 NEGRO LIGHTSPEED SW BROWN,809
20234,PERIFERICOS_GAMER,TECLADO LOGITECH G915 X TKL RGB LP MEC INALAMBRICO NEGRO,849
20246,PERIFERICOS_GAMER,TECLADO LOGITECH G915 X TKL RGB LP MEC INALAMBRICO BLANCO,849
20090,PERIFERICOS_GAMER,TECLADO REDRAGON DYAUS2 K509 RGB SP,97
20129,PERIFERICOS_GAMER,TECLADO REDRAGON K512W SHIVA RGB BLANCO,125
20138,PERIFERICOS_GAMER,TECLADO REDRAGON K630 RGB DRAGONBORN SWITCH RED,145
20194,PERIFERICOS_GAMER,TECLADO REDRAGON K630W-RGB DRAGONBORN BLANCO SW-BROWN,145
20222,PERIFERICOS_GAMER,TECLADO REDRAGON K552W KUMARA KR RAINBOW RGB BLANCO SRED,162
20186,PERIFERICOS_GAMER,TECLADO REDRAGON K552 KUMARA KR RAINBOW RGB NEGRO SP-RED MEC,162
20230,PERIFERICOS_GAMER,TECLADO REDRAGON K669 ZIGGS RGB S-RED (MECANICO),165
20099,PERIFERICOS_GAMER,TECLADO REDRAGON K552 RGB KUMARA RGB MECANICO SP-BLUE,185
20086,PERIFERICOS_GAMER,TECLADO REDRAGON K552 KUMARA RGB MECANICO SW-RED,185
20104,PERIFERICOS_GAMER,TECLADO REDRAGON K552W KUMARA MECANICO BLANCO SP RED RGB,185
20140,PERIFERICOS_GAMER,TECLADO REDRAGON K616 FIZZ PRO RGB NEGRO SW RED,189
20162,PERIFERICOS_GAMER,TECLADO REDRAGON K616 FIZZ PRO RGB BLANCO ROSA,189
20141,PERIFERICOS_GAMER,TECLADO REDRAGON K616 FIZZ PRO RGB GRIS BLANCO,189
20143,PERIFERICOS_GAMER,TECLADO REDRAGON K616 FIZZ PRO RGB BLANCO GRIS,189
20142,PERIFERICOS_GAMER,TECLADO REDRAGON K616 FIZZ PRO RGB ROSA BLANCO,189
20058,PERIFERICOS_GAMER,TECLADO REDRAGON K551 MITRA RGB MECANICO,205
20223,PERIFERICOS_GAMER,TECLADO REDRAGON K622 HORUS TKL RGB SP-RED BLANCO,226
20189,PERIFERICOS_GAMER,TECLADO REDRAGON K622 HORUS TKL RGB SP-RED NEGRO,226
20198,PERIFERICOS_GAMER,TECLADO REDRAGON K632 HORUS MINI RGB SW-RED ING,229
20200,PERIFERICOS_GAMER,TECLADO REDRAGON K619-RGB HORUS NEGRO SP-RED,255
